symbol,arm64_file,arm64_line,commit_hash,commit_title,commit_url,patch_url,trace_status
ARM64_TAGGED_ADDR_ABI,arch/arm64/Kconfig,1710,63f0c60379650d82250f22e4cf4137ef3dc4f43d,arm64: Introduce prctl() options to control the tagged user addresses ABI,https://git.kernel.org/torvalds/c/63f0c60379650d82250f22e4cf4137ef3dc4f43d,https://git.kernel.org/torvalds/c/63f0c60379650d82250f22e4cf4137ef3dc4f43d.patch,ok
ARM64_TLB_RANGE,arch/arm64/Kconfig,2010,7c78f67e9bd97478d56157c2ad53823668b5b822,arm64: enable tlbi range instructions,https://git.kernel.org/torvalds/c/7c78f67e9bd97478d56157c2ad53823668b5b822,https://git.kernel.org/torvalds/c/7c78f67e9bd97478d56157c2ad53823668b5b822.patch,ok
ARM64_VA_BITS_36,arch/arm64/Kconfig,1418,215399392fe40f33880ea9de49a1ed8ee26edd10,arm64: 36 bit VA,https://git.kernel.org/torvalds/c/215399392fe40f33880ea9de49a1ed8ee26edd10,https://git.kernel.org/torvalds/c/215399392fe40f33880ea9de49a1ed8ee26edd10.patch,ok
ARM64_VA_BITS_39,arch/arm64/Kconfig,1422,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch,ok
ARM64_VA_BITS_42,arch/arm64/Kconfig,1426,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch,ok
ARM64_VA_BITS_47,arch/arm64/Kconfig,1430,44eaacf1b8999b15cec89bd9d9cd989da4798d53,arm64: Add 16K page size support,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53,https://git.kernel.org/torvalds/c/44eaacf1b8999b15cec89bd9d9cd989da4798d53.patch,ok
ARM64_VA_BITS_48,arch/arm64/Kconfig,1434,c79b954bf6c006f2d3dd9d01f231abeead13a410,arm64: mm: Implement 4 levels of translation tables,https://git.kernel.org/torvalds/c/c79b954bf6c006f2d3dd9d01f231abeead13a410,https://git.kernel.org/torvalds/c/c79b954bf6c006f2d3dd9d01f231abeead13a410.patch,ok
ARM64_VA_BITS_52,arch/arm64/Kconfig,1437,b6d00d47e81a49f6cf462518c10408f37a3e6785,arm64: mm: Introduce 52-bit Kernel VAs,https://git.kernel.org/torvalds/c/b6d00d47e81a49f6cf462518c10408f37a3e6785,https://git.kernel.org/torvalds/c/b6d00d47e81a49f6cf462518c10408f37a3e6785.patch,ok
ARM64_VA_BITS,arch/arm64/Kconfig,1467,e41ceed035966d593ae34c3de33924965a6b9fba,arm64: Introduce VA_BITS and translation level options,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba,https://git.kernel.org/torvalds/c/e41ceed035966d593ae34c3de33924965a6b9fba.patch,ok
ARM64_WORKAROUND_CLEAN_CACHE,arch/arm64/Kconfig,490,c9460dcb06ee68af1c75f9232603ece071901abe,arm64: capabilities: Merge entries for ARM64_WORKAROUND_CLEAN_CACHE,https://git.kernel.org/torvalds/c/c9460dcb06ee68af1c75f9232603ece071901abe,https://git.kernel.org/torvalds/c/c9460dcb06ee68af1c75f9232603ece071901abe.patch,ok
ARM64_WORKAROUND_REPEAT_TLBI,arch/arm64/Kconfig,738,ce8c80c536dac9f325a051b30bf7730ee505eddc,arm64: Add workaround for Cortex-A76 erratum 1286807,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc,https://git.kernel.org/torvalds/c/ce8c80c536dac9f325a051b30bf7730ee505eddc.patch,ok
ARM64_WORKAROUND_SPECULATIVE_AT,arch/arm64/Kconfig,696,02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20,"arm64: Unify WORKAROUND_SPECULATIVE_AT_{NVHE,VHE}",https://git.kernel.org/torvalds/c/02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20,https://git.kernel.org/torvalds/c/02ab1f5018c3ad0b8677e797b5d3333d2e3b7f20.patch,ok
ARM64_WORKAROUND_SPECULATIVE_UNPRIV_LOAD,arch/arm64/Kconfig,1087,546b7cde9b1dd36089649101b75266564600ffe5,arm64: Rename ARM64_WORKAROUND_2966298,https://git.kernel.org/torvalds/c/546b7cde9b1dd36089649101b75266564600ffe5,https://git.kernel.org/torvalds/c/546b7cde9b1dd36089649101b75266564600ffe5.patch,ok
ARM64_WORKAROUND_TRBE_OVERWRITE_FILL_MODE,arch/arm64/Kconfig,827,b9d216fcef4298de76519e2baeed69ba482467bd,arm64: errata: Add detection for TRBE overwrite in FILL mode,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd,https://git.kernel.org/torvalds/c/b9d216fcef4298de76519e2baeed69ba482467bd.patch,ok
ARM64_WORKAROUND_TRBE_WRITE_OUT_OF_RANGE,arch/arm64/Kconfig,940,8d81b2a38ddfc4b03662d2359765648c8b4cc73c,arm64: errata: Add detection for TRBE write to out-of-range,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c,https://git.kernel.org/torvalds/c/8d81b2a38ddfc4b03662d2359765648c8b4cc73c.patch,ok
ARM64_WORKAROUND_TSB_FLUSH_FAILURE,arch/arm64/Kconfig,907,fa82d0b4b833790ac4572377fb777dcea24a9d69,arm64: errata: Add workaround for TSB flush failures,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69,https://git.kernel.org/torvalds/c/fa82d0b4b833790ac4572377fb777dcea24a9d69.patch,ok
ARMV8_DEPRECATED,arch/arm64/Kconfig,1790,587064b610c703f259317d00dc37bf6d40f4fc74,arm64: Add framework for legacy instruction emulation,https://git.kernel.org/torvalds/c/587064b610c703f259317d00dc37bf6d40f4fc74,https://git.kernel.org/torvalds/c/587064b610c703f259317d00dc37bf6d40f4fc74.patch,ok
AS_HAS_ARMV8_5,arch/arm64/Kconfig,2046,f469c032c05e0572be806149307b45d0fc9ae706,arm64: enable armv8.5-a asm-arch option,https://git.kernel.org/torvalds/c/f469c032c05e0572be806149307b45d0fc9ae706,https://git.kernel.org/torvalds/c/f469c032c05e0572be806149307b45d0fc9ae706.patch,ok
AS_HAS_CFI_NEGATE_RA_STATE,arch/arm64/Kconfig,1979,3b446c7d27ddd06342901bb35211363f6944291a,arm64: Kconfig: verify binutils support for ARM64_PTR_AUTH,https://git.kernel.org/torvalds/c/3b446c7d27ddd06342901bb35211363f6944291a,https://git.kernel.org/torvalds/c/3b446c7d27ddd06342901bb35211363f6944291a.patch,ok
AS_HAS_MOPS,arch/arm64/Kconfig,2157,836ed3c4e473fef9e0814a2ba6dd40f9656c03f1,arm64: lib: Use MOPS for memcpy() routines,https://git.kernel.org/torvalds/c/836ed3c4e473fef9e0814a2ba6dd40f9656c03f1,https://git.kernel.org/torvalds/c/836ed3c4e473fef9e0814a2ba6dd40f9656c03f1.patch,ok
BROKEN_GAS_INST,arch/arm64/Kconfig,413,8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5,"arm64: Turn ""broken gas inst"" into real config option",https://git.kernel.org/torvalds/c/8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5,https://git.kernel.org/torvalds/c/8bf9284d99dcb1c8fbdfabde1979350cf41fa5f5.patch,ok
BUILTIN_RETURN_ADDRESS_STRIPS_PAC,arch/arm64/Kconfig,416,9df3f5082ff94c55e84523a28c040445220b2f64,arm64: avoid redundant PAC stripping in __builtin_return_address(),https://git.kernel.org/torvalds/c/9df3f5082ff94c55e84523a28c040445220b2f64,https://git.kernel.org/torvalds/c/9df3f5082ff94c55e84523a28c040445220b2f64.patch,ok
CAVIUM_ERRATUM_22375,arch/arm64/Kconfig,1178,94100970743365a9f9e186520e77ef56c492058d,"irqchip/gicv3-its: Workaround for Cavium ThunderX errata 22375, 24313",https://git.kernel.org/torvalds/c/94100970743365a9f9e186520e77ef56c492058d,https://git.kernel.org/torvalds/c/94100970743365a9f9e186520e77ef56c492058d.patch,ok
CAVIUM_ERRATUM_23144,arch/arm64/Kconfig,1195,fbf8f40e1658cb2f17452dbd3c708e329c5d27e0,irqchip/gicv3-its: numa: Enable workaround for Cavium thunderx erratum 23144,https://git.kernel.org/torvalds/c/fbf8f40e1658cb2f17452dbd3c708e329c5d27e0,https://git.kernel.org/torvalds/c/fbf8f40e1658cb2f17452dbd3c708e329c5d27e0.patch,ok
CAVIUM_ERRATUM_23154,arch/arm64/Kconfig,1204,6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8,irqchip/gicv3: Workaround for Cavium ThunderX erratum 23154,https://git.kernel.org/torvalds/c/6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8,https://git.kernel.org/torvalds/c/6d4e11c5e2e8cd54a035ba395bf8ccfa7e22cfd8.patch,ok
CAVIUM_ERRATUM_27456,arch/arm64/Kconfig,1218,104a0c02e8b1936c049e18a6d4e4ab040fb61213,arm64: Add workaround for Cavium erratum 27456,https://git.kernel.org/torvalds/c/104a0c02e8b1936c049e18a6d4e4ab040fb61213,https://git.kernel.org/torvalds/c/104a0c02e8b1936c049e18a6d4e4ab040fb61213.patch,ok
CAVIUM_ERRATUM_30115,arch/arm64/Kconfig,1229,690a341577f9adf2c275ababe0dcefe91898bbf0,arm64: Add workaround for Cavium Thunder erratum 30115,https://git.kernel.org/torvalds/c/690a341577f9adf2c275ababe0dcefe91898bbf0,https://git.kernel.org/torvalds/c/690a341577f9adf2c275ababe0dcefe91898bbf0.patch,ok
CAVIUM_TX2_ERRATUM_219,arch/arm64/Kconfig,1240,603afdc9438ac546181e843f807253d75d3dbc45,arm64: Allow CAVIUM_TX2_ERRATUM_219 to be selected,https://git.kernel.org/torvalds/c/603afdc9438ac546181e843f807253d75d3dbc45,https://git.kernel.org/torvalds/c/603afdc9438ac546181e843f807253d75d3dbc45.patch,ok
CC_HAS_BRANCH_PROT_PAC_RET_BTI,arch/arm64/Kconfig,2088,97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,arm64: bti: Provide Kconfig for kernel mode BTI,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5,https://git.kernel.org/torvalds/c/97fed779f2a68937d9590fbbe8ed31d6ebbce5a5.patch,ok
CC_HAS_BRANCH_PROT_PAC_RET,arch/arm64/Kconfig,1975,74afda4016a7437e6e425c3370e4b93b47be8ddf,arm64: compile the kernel with ptrauth return address signing,https://git.kernel.org/torvalds/c/74afda4016a7437e6e425c3370e4b93b47be8ddf,https://git.kernel.org/torvalds/c/74afda4016a7437e6e425c3370e4b93b47be8ddf.patch,ok
CC_HAVE_SHADOW_CALL_STACK,arch/arm64/Kconfig,1579,5287569a790d2546a06db07e391bf84b8bd6cf51,arm64: Implement Shadow Call Stack,https://git.kernel.org/torvalds/c/5287569a790d2546a06db07e391bf84b8bd6cf51,https://git.kernel.org/torvalds/c/5287569a790d2546a06db07e391bf84b8bd6cf51.patch,ok
CC_HAVE_STACKPROTECTOR_SYSREG,arch/arm64/Kconfig,2333,0a1213fa7432778b71a1c0166bf56660a3aab030,arm64: enable per-task stack canaries,https://git.kernel.org/torvalds/c/0a1213fa7432778b71a1c0166bf56660a3aab030,https://git.kernel.org/torvalds/c/0a1213fa7432778b71a1c0166bf56660a3aab030.patch,ok
CLANG_SUPPORTS_DYNAMIC_FTRACE_WITH_ARGS,arch/arm64/Kconfig,303,26299b3f6ba26bfc234b73126d14bdf4dec5275a,ftrace: arm64: move from REGS to ARGS,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a.patch,ok
CMDLINE_FROM_BOOTLOADER,arch/arm64/Kconfig,2386,1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba,arm64: Extend the kernel command line from the bootloader,https://git.kernel.org/torvalds/c/1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba,https://git.kernel.org/torvalds/c/1e40d105dae5b7aca8ca7bfd7a0c348c0c509dba.patch,ok
COMPAT_ALIGNMENT_FIXUPS,arch/arm64/Kconfig,1787,3fc24ef32d3b9368f4c103dcd21d6a3f959b4870,arm64: compat: Implement misalignment fixups for multiword loads,https://git.kernel.org/torvalds/c/3fc24ef32d3b9368f4c103dcd21d6a3f959b4870,https://git.kernel.org/torvalds/c/3fc24ef32d3b9368f4c103dcd21d6a3f959b4870.patch,ok
COMPAT_VDSO,arch/arm64/Kconfig,1766,7c4791c9efca8c105a86022f7d5532aeaa819125,arm64: Kconfig: Make CONFIG_COMPAT_VDSO a proper Kconfig option,https://git.kernel.org/torvalds/c/7c4791c9efca8c105a86022f7d5532aeaa819125,https://git.kernel.org/torvalds/c/7c4791c9efca8c105a86022f7d5532aeaa819125.patch,ok
COMPRESSED_INSTALL,arch/arm64/Kconfig,2426,4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795,arm64: allow installing compressed image by default,https://git.kernel.org/torvalds/c/4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795,https://git.kernel.org/torvalds/c/4c7be57f2772c8ce4e1e43c6a79b8f8d401a4795.patch,ok
CP15_BARRIER_EMULATION,arch/arm64/Kconfig,1827,c852f320584600a372646055d8229e063949eee7,arm64: Emulate CP15 Barrier instructions,https://git.kernel.org/torvalds/c/c852f320584600a372646055d8229e063949eee7,https://git.kernel.org/torvalds/c/c852f320584600a372646055d8229e063949eee7.patch,ok
CPU_BIG_ENDIAN,arch/arm64/Kconfig,1517,a872013d6d03ab63736a01dcd9747580be3a6b70,arm64: kconfig: allow CPU_BIG_ENDIAN to be selected,https://git.kernel.org/torvalds/c/a872013d6d03ab63736a01dcd9747580be3a6b70,https://git.kernel.org/torvalds/c/a872013d6d03ab63736a01dcd9747580be3a6b70.patch,ok
CPU_LITTLE_ENDIAN,arch/arm64/Kconfig,1523,d8e85e144bbe12e8d82c6b05d690a34da62cc991,arm64: Kconfig: add a choice for endianness,https://git.kernel.org/torvalds/c/d8e85e144bbe12e8d82c6b05d690a34da62cc991,https://git.kernel.org/torvalds/c/d8e85e144bbe12e8d82c6b05d690a34da62cc991.patch,ok
CRYPTO_AES_ARM64_BS,arch/arm64/crypto/Kconfig,76,1abee99eafab67fb1c98f9ecfc43cd5735384a86,crypto: arm64/aes - reimplement bit-sliced ARM/NEON implementation for arm64,https://git.kernel.org/torvalds/c/1abee99eafab67fb1c98f9ecfc43cd5735384a86,https://git.kernel.org/torvalds/c/1abee99eafab67fb1c98f9ecfc43cd5735384a86.patch,ok
CRYPTO_AES_ARM64_CE_BLK,arch/arm64/crypto/Kconfig,40,49788fe2a128217f78a21ee4edbe6e92e988f222,arm64/crypto: AES-ECB/CBC/CTR/XTS using ARMv8 NEON and Crypto Extensions,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222.patch,ok
CRYPTO_AES_ARM64_CE_CCM,arch/arm64/crypto/Kconfig,141,a3fd82105b9d149033984bf018f473140f5b94bc,arm64/crypto: AES in CCM mode using ARMv8 Crypto Extensions,https://git.kernel.org/torvalds/c/a3fd82105b9d149033984bf018f473140f5b94bc,https://git.kernel.org/torvalds/c/a3fd82105b9d149033984bf018f473140f5b94bc.patch,ok
CRYPTO_AES_ARM64_NEON_BLK,arch/arm64/crypto/Kconfig,58,49788fe2a128217f78a21ee4edbe6e92e988f222,arm64/crypto: AES-ECB/CBC/CTR/XTS using ARMv8 NEON and Crypto Extensions,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222,https://git.kernel.org/torvalds/c/49788fe2a128217f78a21ee4edbe6e92e988f222.patch,ok
CRYPTO_GHASH_ARM64_CE,arch/arm64/crypto/Kconfig,5,fdd2389457b209a9723c3be818fcf301f35db906,arm64/crypto: GHASH secure hash using ARMv8 Crypto Extensions,https://git.kernel.org/torvalds/c/fdd2389457b209a9723c3be818fcf301f35db906,https://git.kernel.org/torvalds/c/fdd2389457b209a9723c3be818fcf301f35db906.patch,ok
CRYPTO_SM3_ARM64_CE,arch/arm64/crypto/Kconfig,29,140aa50d68ea01e7caea6900f6f51882d4dd65c5,crypto: arm64/sm3 - new v8.2 Crypto Extensions implementation,https://git.kernel.org/torvalds/c/140aa50d68ea01e7caea6900f6f51882d4dd65c5,https://git.kernel.org/torvalds/c/140aa50d68ea01e7caea6900f6f51882d4dd65c5.patch,ok
CRYPTO_SM3_NEON,arch/arm64/crypto/Kconfig,18,a41b2129461f6c88e087ca9a6e2fde34cb6deb48,crypto: arm64/sm3 - add NEON assembly implementation,https://git.kernel.org/torvalds/c/a41b2129461f6c88e087ca9a6e2fde34cb6deb48,https://git.kernel.org/torvalds/c/a41b2129461f6c88e087ca9a6e2fde34cb6deb48.patch,ok
CRYPTO_SM4_ARM64_CE_BLK,arch/arm64/crypto/Kconfig,108,5b33e0ec881c609d96c9cce63fe15e0d0af457db,crypto: arm64/sm4 - add ARMv8 Crypto Extensions implementation,https://git.kernel.org/torvalds/c/5b33e0ec881c609d96c9cce63fe15e0d0af457db,https://git.kernel.org/torvalds/c/5b33e0ec881c609d96c9cce63fe15e0d0af457db.patch,ok
CRYPTO_SM4_ARM64_CE_CCM,arch/arm64/crypto/Kconfig,157,67fa3a7fdf80c80ee737840dfdd225260e5c1044,crypto: arm64/sm4 - add CE implementation for CCM mode,https://git.kernel.org/torvalds/c/67fa3a7fdf80c80ee737840dfdd225260e5c1044,https://git.kernel.org/torvalds/c/67fa3a7fdf80c80ee737840dfdd225260e5c1044.patch,ok
CRYPTO_SM4_ARM64_CE_GCM,arch/arm64/crypto/Kconfig,173,ae1b83c7d572101b3b5cfbf40415c4cc5d469bde,crypto: arm64/sm4 - add CE implementation for GCM mode,https://git.kernel.org/torvalds/c/ae1b83c7d572101b3b5cfbf40415c4cc5d469bde,https://git.kernel.org/torvalds/c/ae1b83c7d572101b3b5cfbf40415c4cc5d469bde.patch,ok
CRYPTO_SM4_ARM64_CE,arch/arm64/crypto/Kconfig,96,e99ce921c468ab5d2ccbe17c545061916f3ca82a,crypto: arm64 - add support for SM4 encryption using special instructions,https://git.kernel.org/torvalds/c/e99ce921c468ab5d2ccbe17c545061916f3ca82a,https://git.kernel.org/torvalds/c/e99ce921c468ab5d2ccbe17c545061916f3ca82a.patch,ok
CRYPTO_SM4_ARM64_NEON_BLK,arch/arm64/crypto/Kconfig,126,4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1,crypto: arm64/sm4 - add ARMv8 NEON implementation,https://git.kernel.org/torvalds/c/4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1,https://git.kernel.org/torvalds/c/4f1aef9b806f58ef76fdac0b4d9cfab6e66aeef1.patch,ok
DEBUG_EFI,arch/arm64/Kconfig.debug,11,757b435aaabe5e76fc8c85f767061c70a98c0218,efi: arm64: Add vmlinux debug link to the Image binary,https://git.kernel.org/torvalds/c/757b435aaabe5e76fc8c85f767061c70a98c0218,https://git.kernel.org/torvalds/c/757b435aaabe5e76fc8c85f767061c70a98c0218.patch,ok
FUJITSU_ERRATUM_010001,arch/arm64/Kconfig,1257,3e32131abc311a5cb9fddecc72cbd0b95ffcc10d,arm64: Add workaround for Fujitsu A64FX erratum 010001,https://git.kernel.org/torvalds/c/3e32131abc311a5cb9fddecc72cbd0b95ffcc10d,https://git.kernel.org/torvalds/c/3e32131abc311a5cb9fddecc72cbd0b95ffcc10d.patch,ok
GCC_SUPPORTS_DYNAMIC_FTRACE_WITH_ARGS,arch/arm64/Kconfig,308,26299b3f6ba26bfc234b73126d14bdf4dec5275a,ftrace: arm64: move from REGS to ARGS,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a,https://git.kernel.org/torvalds/c/26299b3f6ba26bfc234b73126d14bdf4dec5275a.patch,ok
HISILICON_ERRATUM_161600802,arch/arm64/Kconfig,1276,5c9a882e940dde2f3e80eb3c7635a3307be511b6,irqchip/gic-v3-its: Workaround HiSilicon Hip07 redistributor addressing,https://git.kernel.org/torvalds/c/5c9a882e940dde2f3e80eb3c7635a3307be511b6,https://git.kernel.org/torvalds/c/5c9a882e940dde2f3e80eb3c7635a3307be511b6.patch,ok
HISILICON_ERRATUM_162100801,arch/arm64/Kconfig,1286,f82e62d470cc990ebd9d691f931dd418e4e9cea9,irqchip/gicv3-its: Add workaround for hip09 ITS erratum 162100801,https://git.kernel.org/torvalds/c/f82e62d470cc990ebd9d691f931dd418e4e9cea9,https://git.kernel.org/torvalds/c/f82e62d470cc990ebd9d691f931dd418e4e9cea9.patch,ok
HW_PERF_EVENTS,arch/arm64/Kconfig,1574,8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,arm64: Build infrastructure,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a,https://git.kernel.org/torvalds/c/8c2c3df31e3b87cb5348e48776c366ebd1dc5a7a.patch,ok
KERNEL_MODE_NEON,arch/arm64/Kconfig,390,4cfb36136480c029a29dbf63a623506e6ed7282b,arm64: add support for kernel mode NEON,https://git.kernel.org/torvalds/c/4cfb36136480c029a29dbf63a623506e6ed7282b,https://git.kernel.org/torvalds/c/4cfb36136480c029a29dbf63a623506e6ed7282b.patch,ok
KUSER_HELPERS,arch/arm64/Kconfig,1739,af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69,arm64: compat: Add KUSER_HELPERS config option,https://git.kernel.org/torvalds/c/af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69,https://git.kernel.org/torvalds/c/af1b3cf2c2a3f42bbb680812ff1bbd715ac8af69.patch,ok
MITIGATE_SPECTRE_BRANCH_HISTORY,arch/arm64/Kconfig,1692,558c303c9734af5a813739cd284879227f7297d2,arm64: Mitigate spectre style branch history side channels,https://git.kernel.org/torvalds/c/558c303c9734af5a813739cd284879227f7297d2,https://git.kernel.org/torvalds/c/558c303c9734af5a813739cd284879227f7297d2.patch,ok
NO_IOPORT_MAP,arch/arm64/Kconfig,357,ce816fa88cca083c47ab9000b2138a83043a78be,Kconfig: rename HAS_IOPORT to HAS_IOPORT_MAP,https://git.kernel.org/torvalds/c/ce816fa88cca083c47ab9000b2138a83043a78be,https://git.kernel.org/torvalds/c/ce816fa88cca083c47ab9000b2138a83043a78be.patch,ok
NVHE_EL2_DEBUG,arch/arm64/kvm/Kconfig,46,8e049e0daf23aa380c264e5e15e4c64ea5497ed7,KVM: arm64: Introduce hyp_assert_lock_held(),https://git.kernel.org/torvalds/c/8e049e0daf23aa380c264e5e15e4c64ea5497ed7,https://git.kernel.org/torvalds/c/8e049e0daf23aa380c264e5e15e4c64ea5497ed7.patch,ok
NVIDIA_CARMEL_CNP_ERRATUM,arch/arm64/Kconfig,1339,20109a859a9b514eb10c22b8a14b5704ffe93897,arm64: kernel: disable CNP on Carmel,https://git.kernel.org/torvalds/c/20109a859a9b514eb10c22b8a14b5704ffe93897,https://git.kernel.org/torvalds/c/20109a859a9b514eb10c22b8a14b5704ffe93897.patch,ok
PID_IN_CONTEXTIDR,arch/arm64/Kconfig.debug,3,ec45d1cfd3cb65121fc52f39efc17d832f4f7b91,arm64: mm: update CONTEXTIDR register to contain PID of current process,https://git.kernel.org/torvalds/c/ec45d1cfd3cb65121fc52f39efc17d832f4f7b91,https://git.kernel.org/torvalds/c/ec45d1cfd3cb65121fc52f39efc17d832f4f7b91.patch,ok
PROTECTED_NVHE_STACKTRACE,arch/arm64/kvm/Kconfig,56,72adac1bd234002a65cef738e0eebfd6c2ce2e30,KVM: arm64: Add PROTECTED_NVHE_STACKTRACE Kconfig,https://git.kernel.org/torvalds/c/72adac1bd234002a65cef738e0eebfd6c2ce2e30,https://git.kernel.org/torvalds/c/72adac1bd234002a65cef738e0eebfd6c2ce2e30.patch,ok
PTDUMP_STAGE2_DEBUGFS,arch/arm64/kvm/Kconfig,69,7c4f73548ed15476daf1101f66648085eda65067,KVM: arm64: Register ptdump with debugfs on guest creation,https://git.kernel.org/torvalds/c/7c4f73548ed15476daf1101f66648085eda65067,https://git.kernel.org/torvalds/c/7c4f73548ed15476daf1101f66648085eda65067.patch,ok
QCOM_FALKOR_ERRATUM_1003,arch/arm64/Kconfig,1297,38fd94b0275c91071157a03cc27676909b23dcde,arm64: Work around Falkor erratum 1003,https://git.kernel.org/torvalds/c/38fd94b0275c91071157a03cc27676909b23dcde,https://git.kernel.org/torvalds/c/38fd94b0275c91071157a03cc27676909b23dcde.patch,ok
QCOM_FALKOR_ERRATUM_1009,arch/arm64/Kconfig,1308,d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd,arm64: Work around Falkor erratum 1009,https://git.kernel.org/torvalds/c/d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd,https://git.kernel.org/torvalds/c/d9ff80f83ecbf4cbdf56d32d01c312498e4fb1cd.patch,ok
QCOM_FALKOR_ERRATUM_E1041,arch/arm64/Kconfig,1329,932b50c7c1c65e6f23002e075b97ee083c4a9e71,arm64: Add software workaround for Falkor erratum 1041,https://git.kernel.org/torvalds/c/932b50c7c1c65e6f23002e075b97ee083c4a9e71,https://git.kernel.org/torvalds/c/932b50c7c1c65e6f23002e075b97ee083c4a9e71.patch,ok
QCOM_QDF2400_ERRATUM_0065,arch/arm64/Kconfig,1319,90922a2d03d84de36bf8a9979d62580102f31a92,irqchip/gicv3-its: Add workaround for QDF2400 ITS erratum 0065,https://git.kernel.org/torvalds/c/90922a2d03d84de36bf8a9979d62580102f31a92,https://git.kernel.org/torvalds/c/90922a2d03d84de36bf8a9979d62580102f31a92.patch,ok
RANDOMIZE_MODULE_REGION_FULL,arch/arm64/Kconfig,2316,f80fb3a3d50843a401dac4b566b3b131da8077a2,arm64: add support for kernel ASLR,https://git.kernel.org/torvalds/c/f80fb3a3d50843a401dac4b566b3b131da8077a2,https://git.kernel.org/torvalds/c/f80fb3a3d50843a401dac4b566b3b131da8077a2.patch,ok
ROCKCHIP_ERRATUM_3568002,arch/arm64/Kconfig,1349,2d81e1bb625238d40a686ed909ff3e1abab7556a,irqchip/gic-v3: Add Rockchip 3568002 erratum workaround,https://git.kernel.org/torvalds/c/2d81e1bb625238d40a686ed909ff3e1abab7556a,https://git.kernel.org/torvalds/c/2d81e1bb625238d40a686ed909ff3e1abab7556a.patch,ok
ROCKCHIP_ERRATUM_3588001,arch/arm64/Kconfig,1358,a8707f5538846611c90116c14f72539ad5fb37da,irqchip/gic-v3: Add Rockchip 3588001 erratum workaround,https://git.kernel.org/torvalds/c/a8707f5538846611c90116c14f72539ad5fb37da,https://git.kernel.org/torvalds/c/a8707f5538846611c90116c14f72539ad5fb37da.patch,ok
RUSTC_SUPPORTS_ARM64,arch/arm64/Kconfig,291,d077242d68a31075ef5f5da041bf8f6fc19aa231,rust: support for shadow call stack sanitizer,https://git.kernel.org/torvalds/c/d077242d68a31075ef5f5da041bf8f6fc19aa231,https://git.kernel.org/torvalds/c/d077242d68a31075ef5f5da041bf8f6fc19aa231.patch,ok
SETEND_EMULATION,arch/arm64/Kconfig,1843,2d888f48e056119495847a269a435d5c3d9df349,arm64: Emulate SETEND for AArch32 tasks,https://git.kernel.org/torvalds/c/2d888f48e056119495847a269a435d5c3d9df349,https://git.kernel.org/torvalds/c/2d888f48e056119495847a269a435d5c3d9df349.patch,ok
